Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Subscription Score,Previous Purchases_N,Frequency Score_N,Review Rating_N,Loyalty Score V1,Loyalty Band,Promo Dependency Score,Promo Dependency Level,Customer Value Score,Value Tier,Customer Segment
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly,3.0,0,0.3061224489795918,0.5,0.6399999999999999,0.4504489795918367,Medium,0,Low,464,Bronze,Low Engagement
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,Annually,1.0,0,0.5510204081632653,0.0,0.28000000000000025,0.27640816326530615,Low,0,Low,2128,Gold,Growth Customer
3223,45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly,2.0,0,0.4285714285714285,0.25,0.8399999999999999,0.4394285714285714,Medium,0,Low,1848,Gold,Growth Customer
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly,,0,0.7142857142857142,,0.56,,,0,Low,2340,Platinum,VIP Loyalist
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly,3.0,0,0.346938775510204,0.5,0.08000000000000007,0.3547755102040816,Low,0,Low,1440,Gold,Growth Customer
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,No,31,Credit Card,Weekly,5.0,0,0.6122448979591836,1.0,0.20000000000000018,0.6848979591836735,Very High,0,Low,3038,Platinum,VIP Loyalist
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly,4.0,0,0.7551020408163265,0.75,0.32000000000000006,0.6660408163265308,Very High,0,Low,2698,Platinum,VIP Loyalist
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly,2.0,0,0.836734693877551,0.25,0.08000000000000007,0.4506938775510204,Medium,0,Low,2898,Platinum,VIP Loyalist
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually,1.0,0,0.5306122448979591,0.0,0.8399999999999999,0.38024489795918365,Medium,0,Low,2565,Platinum,VIP Loyalist
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly,3.0,0,0.4693877551020408,0.5,0.08000000000000007,0.4037551020408163,Medium,0,Low,1608,Gold,Growth Customer
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually,1.0,0,0.7551020408163265,0.0,0.0,0.3020408163265306,Low,0,Low,1862,Gold,Growth Customer
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually,1.0,0,0.16326530612244897,0.0,0.7600000000000002,0.21730612244897962,Low,0,Low,873,Silver,Growth Customer
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19,Bank Transfer,Monthly,3.0,0,0.36734693877551017,0.5,0.6000000000000001,0.46693877551020413,Medium,0,Low,646,Silver,Growth Customer
3234,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly,,0,0.2040816326530612,,0.52,,,0,Low,814,Silver,Growth Customer
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly,2.0,0,0.3061224489795918,0.25,0.0,0.22244897959183674,Low,0,Low,1536,Gold,Growth Customer
3236,27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18,Venmo,Monthly,3.0,0,0.346938775510204,0.5,0.6000000000000001,0.4587755102040816,Medium,0,Low,1224,Silver,Growth Customer
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly,3.0,0,0.14285714285714285,0.5,0.6399999999999999,0.3851428571428571,Medium,0,Low,672,Silver,Growth Customer
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly,5.0,0,0.061224489795918366,1.0,0.11999999999999988,0.44848979591836735,Medium,0,Low,228,Bronze,Low Engagement
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly,2.0,0,0.7346938775510203,0.25,0.3600000000000001,0.4658775510204081,Medium,0,Low,3108,Platinum,VIP Loyalist
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly,3.0,0,0.5918367346938774,0.5,0.08000000000000007,0.452734693877551,Medium,0,Low,960,Silver,Growth Customer
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly,3.0,0,0.7346938775510203,0.5,0.52,0.5978775510204082,High,0,Low,1369,Gold,Growth Customer
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly,2.0,0,0.5918367346938774,0.25,0.7600000000000002,0.488734693877551,Medium,0,Low,1740,Gold,Growth Customer
3243,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly,5.0,0,0.32653061224489793,1.0,0.11999999999999988,0.5546122448979592,High,0,Low,1258,Silver,Growth Customer
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,,0,0.2040816326530612,,1.0,,,0,Low,1089,Silver,Growth Customer
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually,1.0,0,0.836734693877551,0.0,0.8800000000000001,0.5106938775510205,High,0,Low,3402,Platinum,VIP Loyalist
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly,5.0,0,0.38775510204081626,1.0,0.28000000000000025,0.6111020408163266,High,0,Low,1520,Gold,Growth Customer
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly,3.0,0,0.7346938775510203,0.5,0.15999999999999992,0.5258775510204081,High,0,Low,3626,Platinum,VIP Loyalist
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly,4.0,0,0.22448979591836735,0.75,0.4800000000000002,0.48579591836734703,Medium,0,Low,1092,Silver,Growth Customer
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly,2.0,0,0.8163265306122448,0.25,0.6800000000000002,0.562530612244898,High,0,Low,3239,Platinum,VIP Loyalist
3250,26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly,2.0,0,0.6326530612244897,0.25,0.3600000000000001,0.42506122448979594,Medium,0,Low,2656,Platinum,VIP Loyalist
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly,5.0,0,0.28571428571428564,1.0,0.15999999999999992,0.5462857142857143,High,0,Low,1350,Gold,Growth Customer
3252,25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly,2.0,0,0.7755102040816325,0.25,0.4800000000000002,0.5062040816326531,High,0,Low,780,Silver,Growth Customer
3253,69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly,4.0,0,0.9591836734693877,0.75,0.08000000000000007,0.6996734693877551,Very High,0,Low,1008,Silver,Growth Customer
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly,4.0,0,0.14285714285714285,0.75,0.28000000000000025,0.41314285714285726,Medium,0,Low,480,Bronze,Low Engagement
3255,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,,0,0.2040816326530612,,0.9600000000000002,,,0,Low,341,Bronze,Low Engagement
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly,3.0,0,0.7142857142857142,0.5,0.11999999999999988,0.5097142857142857,High,0,Low,1440,Gold,Growth Customer
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months,,0,1.0,,0.8800000000000001,,,0,Low,1300,Gold,Growth Customer
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months,,0,0.7755102040816325,,0.32000000000000006,,,0,Low,3822,Platinum,VIP Loyalist
3259,31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly,,0,0.2040816326530612,,0.72,,,0,Low,561,Bronze,Low Engagement
3260,57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months,,0,0.08163265306122448,,0.4800000000000002,,,0,Low,475,Bronze,Low Engagement
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually,1.0,0,0.12244897959183673,0.0,0.8,0.20897959183673473,Low,0,Low,252,Bronze,Low Engagement
3262,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly,5.0,0,1.0,1.0,0.3600000000000001,0.8720000000000001,Very High,0,Low,2600,Platinum,VIP Loyalist
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months,,0,0.4081632653061224,,0.08000000000000007,,,0,Low,735,Silver,Growth Customer
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly,4.0,0,0.6122448979591836,0.75,0.7600000000000002,0.6968979591836735,Very High,0,Low,2108,Gold,Growth Customer
3265,28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,No,39,Cash,Bi-Weekly,,0,0.7755102040816325,,0.6000000000000001,,,0,Low,1950,Gold,Growth Customer
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly,4.0,0,0.5510204081632653,0.75,0.28000000000000025,0.5764081632653062,High,0,Low,2800,Platinum,VIP Loyalist
3267,49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly,5.0,0,0.6530612244897959,1.0,0.6800000000000002,0.7972244897959183,Very High,0,Low,2442,Platinum,VIP Loyalist
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,No,42,Credit Card,Quarterly,2.0,0,0.836734693877551,0.25,0.20000000000000018,0.47469387755102044,Medium,0,Low,1890,Gold,Growth Customer
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,,0,0.08163265306122448,,0.11999999999999988,,,0,Low,485,Bronze,Low Engagement
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly,3.0,0,0.4897959183673469,0.5,0.9600000000000002,0.5879183673469388,High,0,Low,1500,Gold,Growth Customer
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually,1.0,0,0.9591836734693877,0.0,0.8800000000000001,0.5596734693877552,High,0,Low,1200,Silver,Growth Customer
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly,5.0,0,0.5918367346938774,1.0,0.7600000000000002,0.788734693877551,Very High,0,Low,1650,Gold,Growth Customer
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly,2.0,0,0.673469387755102,0.25,0.2400000000000002,0.41738775510204085,Medium,0,Low,3366,Platinum,VIP Loyalist
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months,,0,0.673469387755102,,0.040000000000000036,,,0,Low,1530,Gold,Growth Customer
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly,4.0,0,0.26530612244897955,0.75,0.56,0.5181224489795919,High,0,Low,280,Bronze,Low Engagement
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly,5.0,0,0.02040816326530612,1.0,0.040000000000000036,0.41616326530612247,Medium,0,Low,176,Bronze,Low Engagement
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months,,0,0.8163265306122448,,0.6000000000000001,,,0,Low,4059,Platinum,VIP Loyalist
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly,3.0,0,0.04081632653061225,0.5,0.9600000000000002,0.408326530612245,Medium,0,Low,258,Bronze,Low Engagement
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly,5.0,0,0.346938775510204,1.0,0.32000000000000006,0.6027755102040817,High,0,Low,1260,Silver,Growth Customer
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Fortnightly,4.0,0,0.0,0.75,0.20000000000000018,0.3400000000000001,Low,0,Low,50,Bronze,Low Engagement
3281,45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly,3.0,0,0.08163265306122448,0.5,0.08000000000000007,0.24865306122448982,Low,0,Low,285,Bronze,Low Engagement
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually,1.0,0,0.8163265306122448,0.0,0.2400000000000002,0.374530612244898,Medium,0,Low,2829,Platinum,VIP Loyalist
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly,3.0,0,0.08163265306122448,0.5,0.9199999999999999,0.4166530612244898,Medium,0,Low,470,Bronze,Low Engagement
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months,,0,0.18367346938775508,,0.15999999999999992,,,0,Low,240,Bronze,Low Engagement
3285,70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually,1.0,0,0.38775510204081626,0.0,0.8,0.31510204081632653,Low,0,Low,1580,Gold,Growth Customer
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly,5.0,0,0.2040816326530612,1.0,0.8399999999999999,0.6496326530612244,Very High,0,Low,341,Bronze,Low Engagement
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Fortnightly,4.0,0,0.061224489795918366,0.75,1.0,0.5244897959183674,High,0,Low,268,Bronze,Low Engagement
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly,5.0,0,0.7551020408163265,1.0,0.72,0.8460408163265306,Very High,0,Low,2394,Platinum,VIP Loyalist
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly,,0,0.36734693877551017,,0.9600000000000002,,,0,Low,1159,Silver,Growth Customer
3290,31,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months,,0,0.3061224489795918,,0.6000000000000001,,,0,Low,800,Silver,Growth Customer
3291,52,Female,Coat,Outerwear,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly,3.0,0,0.02040816326530612,0.5,0.2400000000000002,0.2561632653061225,Low,0,Low,164,Bronze,Low Engagement
3292,29,Female,Belt,Accessories,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly,3.0,0,0.2040816326530612,0.5,0.040000000000000036,0.2896326530612245,Low,0,Low,561,Bronze,Low Engagement
3293,62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly,4.0,0,0.346938775510204,0.75,0.9600000000000002,0.6307755102040817,High,0,Low,414,Bronze,Low Engagement
3294,19,Female,Coat,Outerwear,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,4.0,0,0.9387755102040816,0.75,0.40000000000000013,0.7555102040816328,Very High,0,Low,4277,Platinum,VIP Loyalist
3295,62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,,0,0.28571428571428564,,0.8,,,0,Low,900,Silver,Growth Customer
3296,70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly,5.0,0,0.28571428571428564,1.0,0.11999999999999988,0.5382857142857143,High,0,Low,510,Bronze,Low Engagement
3297,20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly,2.0,0,0.9387755102040816,0.25,0.6800000000000002,0.6115102040816327,High,0,Low,1081,Silver,Growth Customer
3298,67,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly,3.0,0,0.9387755102040816,0.5,0.6399999999999999,0.7035102040816327,Very High,0,Low,3854,Platinum,VIP Loyalist
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months,,0,0.10204081632653061,,0.40000000000000013,,,0,Low,438,Bronze,Low Engagement
3300,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly,3.0,0,0.346938775510204,0.5,0.6000000000000001,0.4587755102040816,Medium,0,Low,576,Bronze,Low Engagement
3301,26,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly,,0,0.7959183673469387,,0.6000000000000001,,,0,Low,3200,Platinum,VIP Loyalist
3302,36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly,4.0,0,0.6122448979591836,0.75,0.0,0.5448979591836735,High,0,Low,1798,Gold,Growth Customer
3303,36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly,,0,0.6122448979591836,,0.6800000000000002,,,0,Low,2542,Platinum,VIP Loyalist
3304,20,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly,4.0,0,0.061224489795918366,0.75,0.3600000000000001,0.3964897959183674,Medium,0,Low,240,Bronze,Low Engagement
3305,30,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months,,0,0.7142857142857142,,0.9199999999999999,,,0,Low,2844,Platinum,VIP Loyalist
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly,,0,0.6122448979591836,,0.9600000000000002,,,0,Low,1271,Silver,Growth Customer
3307,63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly,4.0,0,0.10204081632653061,0.75,0.44000000000000017,0.4288163265306123,Medium,0,Low,234,Bronze,Low Engagement
3308,18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly,3.0,0,0.0,0.5,0.6000000000000001,0.32000000000000006,Low,0,Low,36,Bronze,Low Engagement
3309,55,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly,3.0,0,0.5714285714285714,0.5,0.040000000000000036,0.4365714285714286,Medium,0,Low,2030,Gold,Growth Customer
3310,48,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly,3.0,0,0.36734693877551017,0.5,0.2400000000000002,0.3949387755102041,Medium,0,Low,893,Silver,Growth Customer
3311,45,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly,4.0,0,0.22448979591836735,0.75,0.44000000000000017,0.47779591836734703,Medium,0,Low,324,Bronze,Low Engagement
3312,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually,1.0,0,0.346938775510204,0.0,0.6000000000000001,0.2587755102040816,Low,0,Low,936,Silver,Growth Customer
3313,55,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly,2.0,0,0.8979591836734693,0.25,0.56,0.5711836734693877,High,0,Low,3375,Platinum,VIP Loyalist
3314,55,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly,3.0,0,0.8979591836734693,0.5,0.56,0.6711836734693878,Very High,0,Low,1350,Gold,Growth Customer
3315,55,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly,2.0,0,0.14285714285714285,0.25,0.32000000000000006,0.22114285714285714,Low,0,Low,752,Silver,Growth Customer
3316,48,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months,,0,0.061224489795918366,,0.15999999999999992,,,0,Low,272,Bronze,Low Engagement
3317,42,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly,4.0,0,0.08163265306122448,0.75,0.2400000000000002,0.3806530612244899,Medium,0,Low,225,Bronze,Low Engagement
3318,21,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly,2.0,0,0.5918367346938774,0.25,0.8800000000000001,0.512734693877551,High,0,Low,2010,Gold,Growth Customer
3319,45,Female,Jacket,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly,3.0,0,0.28571428571428564,0.5,0.56,0.42628571428571427,Medium,0,Low,690,Silver,Growth Customer
3320,23,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months,,0,0.32653061224489793,,0.72,,,0,Low,527,Bronze,Low Engagement
3321,66,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months,,0,0.8979591836734693,,0.6800000000000002,,,0,Low,1980,Gold,Growth Customer
3322,32,Female,Coat,Outerwear,100,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually,1.0,0,0.04081632653061225,0.0,0.72,0.1603265306122449,Low,0,Low,300,Bronze,Low Engagement
3323,52,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly,5.0,0,0.8571428571428571,1.0,0.8399999999999999,0.9108571428571428,Very High,0,Low,3956,Platinum,VIP Loyalist
3324,54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly,3.0,0,0.061224489795918366,0.5,0.52,0.32848979591836736,Low,0,Low,312,Bronze,Low Engagement
3325,37,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly,5.0,0,0.8163265306122448,1.0,0.32000000000000006,0.7905306122448981,Very High,0,Low,1312,Gold,Growth Customer
3326,29,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly,3.0,0,0.3061224489795918,0.5,0.4800000000000002,0.41844897959183674,Medium,0,Low,1552,Gold,Growth Customer
3327,47,Female,Gloves,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually,1.0,0,0.18367346938775508,0.0,0.72,0.21746938775510202,Low,0,Low,950,Silver,Growth Customer
3328,47,Female,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly,2.0,0,0.02040816326530612,0.25,0.6399999999999999,0.23616326530612242,Low,0,Low,128,Bronze,Low Engagement
3329,42,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly,,0,0.2040816326530612,,0.28000000000000025,,,0,Low,385,Bronze,Low Engagement
3330,34,Female,Backpack,Accessories,54,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,,0,0.0,,0.52,,,0,Low,54,Bronze,Low Engagement
3331,38,Female,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly,2.0,0,0.8163265306122448,0.25,0.28000000000000025,0.482530612244898,Medium,0,Low,3936,Platinum,VIP Loyalist
3332,55,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly,2.0,0,0.7755102040816325,0.25,0.40000000000000013,0.490204081632653,Medium,0,Low,2262,Platinum,VIP Loyalist
3333,27,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly,,0,0.0,,0.2400000000000002,,,0,Low,23,Bronze,Low Engagement
3334,55,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly,3.0,0,0.04081632653061225,0.5,0.6800000000000002,0.35232653061224495,Low,0,Low,105,Bronze,Low Engagement
